X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
-77.0078080882998,38.9111121083811,18096362,2018/06/14 09:07:51+00,DAY,OTHERS,BURGLARY,1 - 99 BLOCK OF Q STREET NE,399323,138138,5,5E,5,502,Cluster 21,008701 1,008701,Precinct 75,38.9111043182981,-77.0078058016532,,2018/06/14 05:40:52+00,2018/06/14 05:50:47+00,440980295,18096362-01
-76.9863740531449,38.9099675155442,18096368,2018/06/14 08:38:52+00,DAY,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF WEST VIRGINIA AVENUE NE,401182,138011,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9099597248931,-76.9863717732439,,2018/06/14 04:00:13+00,2018/06/14 04:30:19+00,440980296,18096368-01
-77.0580866375496,38.9348258560286,18096406,2018/06/14 10:22:45+00,DAY,OTHERS,THEFT/OTHER,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,394964,140772,3,3C,2,203,Cluster 15,001302 2,001302,Precinct 27,38.9348180630432,-77.0580843337946,,2018/06/14 09:21:17+00,2018/06/14 09:27:13+00,440980297,18096406-01
-77.0166396441897,38.9587380778005,18096408,2018/06/14 11:29:07+00,DAY,OTHERS,THEFT F/AUTO,300  - 313 BLOCK OF MADISON STREET NW,398558,143425,4,4B,4,402,Cluster 17,002102 1,002102,Precinct 64,38.9587302784502,-77.0166373518788,,2018/06/13 22:00:19+00,2018/06/14 10:50:25+00,440980298,18096408-01
-76.9995179344327,38.9245077567731,18096410,2018/06/14 10:03:42+00,DAY,OTHERS,MOTOR VEHICLE THEFT,400 - 599 BLOCK OF EVARTS STREET NE,400042,139625,5,5E,5,502,Cluster 21,009204 1,009204,Precinct 74,38.9244999636805,-76.9995156495497,,2018/06/14 09:11:10+00,2018/06/14 10:03:52+00,440980299,18096410-01
-76.9759616062941,38.9130286737026,18096413,2018/06/14 10:23:27+00,DAY,OTHERS,THEFT F/AUTO,1700 - 1758 BLOCK OF BLADENSBURG ROAD NE,402085,138351,5,5C,5,503,Cluster 23,008804 2,008804,Precinct 76,38.9130208820465,-76.9759593294496,,2018/06/12 13:30:00+00,2018/06/14 10:37:10+00,440980300,18096413-01
-76.9969617346246,38.8319915143813,18096420,2018/06/14 10:58:04+00,DAY,OTHERS,MOTOR VEHICLE THEFT,500 - 799 BLOCK OF YUMA STREET SE,400264,129355,8,8E,7,706,Cluster 39,009802 1,009802,Precinct 121,38.8319837398623,-76.9969594561754,,2018/06/12 17:00:32+00,2018/06/12 17:03:39+00,440980509,18096420-01
-76.9981937702585,38.8441169203008,18096421,2018/06/14 22:43:55+00,EVENING,OTHERS,THEFT/OTHER,3026 - 3099 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400157,130701,8,8C,7,707,Cluster 39,010400 1,010400,Precinct 123,38.8441091433786,-76.9981914906886,,2018/06/13 21:00:01+00,2018/06/14 09:28:05+00,440980510,18096421-01
-77.0239692117361,38.8994350861984,18096422,2018/06/14 10:48:44+00,DAY,OTHERS,THEFT/OTHER,703 - 799 BLOCK OF 9TH STREET NW,397921,136842,2,2C,1,101,Cluster 8,005800 1,005800,Precinct 129,38.8994272990726,-77.0239669207698,DOWNTOWN,2018/06/14 09:00:58+00,2018/06/14 09:20:39+00,440980511,18096422-01
-77.0488082456682,38.9103905150914,18096429,2018/06/14 10:59:00+00,DAY,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF 22ND STREET NW,395767,138059,2,2D,2,208,Cluster 6,004100 3,004100,Precinct 14,38.9103827266835,-77.048805946298,,2018/06/12 08:00:05+00,2018/06/12 17:00:13+00,440980512,18096429-01
-77.0106313110761,38.9002117806533,18096430,2018/06/14 10:48:12+00,DAY,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF H STREET NW,399078,136928,6,6E,1,102,Cluster 8,004702 1,004702,Precinct 1,38.9002039928735,-77.0106290242159,NOMA,2018/06/13 12:45:26+00,2018/06/13 13:30:35+00,440980513,18096430-01
-77.0400528870618,38.9440038720873,18096437,2018/06/14 11:08:38+00,DAY,OTHERS,THEFT F/AUTO,1700  - 1799 BLOCK OF WEBSTER STREET NW,396528,141790,4,4A,4,404,Cluster 18,002600 2,002600,Precinct 48,38.9439960765792,-77.0400505883607,,2018/06/13 19:45:38+00,2018/06/14 10:00:16+00,440980514,18096437-01
-76.9868011318777,38.8450800919502,18096441,2018/06/14 11:16:56+00,DAY,OTHERS,ROBBERY,1290 1408  BLOCK OF ALABAMA AVENUE SE,401146,130808,8,8E,7,703,Cluster 38,007304 1,007304,Precinct 120,38.8450723144098,-76.9867988557961,,2018/06/14 09:57:29+00,1970/01/01 00:00:00+00,440980515,18096441-01
-76.9937636431825,38.9215888950144,18096458,2018/06/14 11:52:54+00,DAY,OTHERS,THEFT/OTHER,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,400541,139301,5,5C,5,505,Cluster 22,009102 2,009102,Precinct 72,38.9215811022957,-76.9937613602702,,2018/06/14 10:46:51+00,2018/06/14 11:53:17+00,440980516,18096458-01
-76.9785409139234,38.8479435507155,18096463,2018/06/14 11:56:23+00,DAY,OTHERS,THEFT/OTHER,1803 - 1841 BLOCK OF ALABAMA AVENUE SE,401863,131126,8,8E,7,704,Cluster 38,007403 1,007403,Precinct 116,38.8479357722897,-76.9785386402395,,2018/06/09 11:30:35+00,2018/06/14 11:56:46+00,440980517,18096463-01
-77.0307908484316,38.9191887892187,18096468,2018/06/14 13:59:14+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF W STREET NW,397330,139035,1,1B,3,305,Cluster 3,004400 1,004400,Precinct 22,38.9191809983648,-77.0307885541338,,2018/06/14 11:39:28+00,1970/01/01 00:00:00+00,440980518,18096468-01
-77.0246451997067,38.9207306711328,18096470,2018/06/14 12:12:48+00,DAY,OTHERS,THEFT F/AUTO,900 - 949 BLOCK OF BARRY PLACE NW,397863,139206,1,1B,3,304,Cluster 3,003500 2,003500,Precinct 37,38.9207228797388,-77.0246429072286,,2018/06/13 07:00:47+00,2018/06/13 13:30:11+00,440980519,18096470-01
-77.0273161207876,38.9694558901764,18096481,2018/06/14 12:27:07+00,DAY,OTHERS,THEFT F/AUTO,6500  - 6599 BLOCK OF GEORGIA AVENUE NW,397633,144615,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 61,38.969448089067,-77.0273138244938,,2018/06/14 11:20:22+00,2018/06/14 11:39:44+00,440980520,18096481-01
-77.0879533673335,38.9394014311107,18096484,2018/06/14 12:30:04+00,DAY,OTHERS,THEFT F/AUTO,4400 - 4499 BLOCK OF MASSACHUSETTS AVENUE NW,392375,141282,3,3D,2,205,Cluster 13,000901 3,000901,Precinct 9,38.9393936383205,-77.0879510539979,,2018/05/19 09:00:52+00,2018/06/14 12:32:04+00,440980521,18096484-01
-77.0016726339153,38.847269877583,18096486,2018/06/14 15:31:14+00,EVENING,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF NEWCOMB STREET SE,399855,131051,8,8C,7,707,Cluster 39,010400 2,010400,Precinct 123,38.8472621001534,-77.0016703530706,,2018/06/14 11:21:31+00,2018/06/14 12:00:16+00,440980522,18096486-01
-77.0466397871229,38.909103207419,18096500,2018/06/14 18:55:57+00,EVENING,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF 21ST STREET NW,395955,137916,2,2B,2,208,Cluster 6,005500 4,005500,Precinct 14,38.9090954191897,-77.0466374885066,,2018/06/14 12:31:04+00,2018/06/14 13:38:01+00,440980523,18096500-01
-77.088769491281,38.9186006112253,18096501,2018/06/14 13:36:20+00,DAY,OTHERS,THEFT/OTHER,2103 - 2199 BLOCK OF FOXHALL ROAD NW,392302,138973,3,3D,2,205,Cluster 13,000801 4,000801,Precinct 8,38.9185928226558,-77.0887671789666,,2018/05/09 12:00:23+00,2018/06/14 11:00:14+00,440980524,18096501-01
-76.9762335897877,38.892660836533,18096502,2018/06/14 13:23:10+00,DAY,OTHERS,MOTOR VEHICLE THEFT,200 - 299 BLOCK OF 20TH STREET NE,402062,136090,6,6A,1,108,Cluster 25,008002 1,008002,Precinct 86,38.8926530489951,-76.9762313141005,,2018/06/14 12:28:29+00,1970/01/01 00:00:00+00,440980525,18096502-01
-77.01764647543,38.8778701542595,18096516,2018/06/14 13:55:25+00,DAY,OTHERS,THEFT/OTHER,900 - 1199 BLOCK OF 4TH STREET SW,398469,134448,6,6D,1,105,Cluster 9,010200 2,010200,Precinct 142,38.877862371248,-77.0176441877483,SOUTHWEST,2018/06/14 12:30:37+00,2018/06/14 13:00:03+00,440980526,18096516-01
-77.043805410182,38.9310035507772,18096517,2018/06/14 13:51:00+00,DAY,OTHERS,BURGLARY,3115 - 3199 BLOCK OF 19TH STREET NW,396202,140347,1,1D,3,302,Cluster 2,002702 3,002702,Precinct 39,38.9309957580283,-77.0438031111084,,2018/06/14 08:30:47+00,2018/06/14 11:45:42+00,440980527,18096517-01
-76.9529016841473,38.9198536655965,18096520,2018/06/14 14:05:06+00,DAY,OTHERS,THEFT/OTHER,2400 - 2499 BLOCK OF MARKET STREET NE,404084.55,139109.41,5,5C,5,503,Cluster 24,009000 1,009000,Precinct 139,38.9198458717055,-76.9528994140701,,2018/06/14 12:52:26+00,1970/01/01 00:00:00+00,440980528,18096520-01
-76.982695861112,38.8631955114561,18096529,2018/06/14 16:14:53+00,EVENING,OTHERS,THEFT F/AUTO,2200 - 2231 BLOCK OF 16TH STREET SE,401502,132819,8,8A,7,701,Cluster 28,007503 2,007503,Precinct 114,38.8631877301051,-76.9826935852068,,2018/06/14 13:04:35+00,2018/06/14 13:25:49+00,440980529,18096529-01
-77.0106313110761,38.9002117806533,18096545,2018/06/14 14:23:54+00,DAY,OTHERS,SEX ABUSE,1 - 99 BLOCK OF H STREET NW,399078,136928,6,6E,1,102,Cluster 8,004702 1,004702,Precinct 1,38.9002039928735,-77.0106290242159,NOMA,2018/06/07 06:00:42+00,2018/06/07 06:10:47+00,440980530,18096545-01
-76.9509778973125,38.892679993351,18096553,2018/06/14 14:29:19+00,DAY,OTHERS,THEFT F/AUTO,3806 - 3843 BLOCK OF MINNESOTA AVENUE NE,404253,136093,7,7F,6,603,Cluster 32,009603 2,009603,Precinct 102,38.8926722048696,-76.9509756294907,,2018/06/14 14:02:39+00,1970/01/01 00:00:00+00,440980531,18096553-01
-77.014559478216,38.9421901533527,18096557,2018/06/14 14:38:26+00,DAY,OTHERS,THEFT/OTHER,200  - 299 BLOCK OF UPSHUR STREET NW,398738,141588,4,4C,4,407,Cluster 18,002301 2,002301,Precinct 45,38.942182357258,-77.0145571875664,,2018/06/14 11:30:38+00,2018/06/14 14:38:46+00,440980532,18096557-01
-76.9226142095208,38.8887189772105,18096564,2018/06/14 15:26:37+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1 - 84 BLOCK OF 55TH STREET SE,406714,135655,7,7E,6,604,Cluster 33,009903 2,009903,Precinct 105,38.8887111884742,-76.9226119507757,,2018/06/14 13:19:26+00,2018/06/14 15:02:05+00,440980533,18096564-01
-77.0491715684942,38.9022197880611,18096567,2018/06/14 15:38:53+00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,2200 - 2299 BLOCK OF PENNSYLVANIA AVENUE NW,395735,137152,2,2A,2,207,Cluster 5,010800 1,010800,Precinct 2,38.902212001314,-77.0491692695105,,2018/06/14 13:50:46+00,1970/01/01 00:00:00+00,440980534,18096567-01
-77.04007151183,38.9155736337017,18096569,2018/06/14 15:28:14+00,EVENING,OTHERS,THEFT F/AUTO,1700 - 1799 BLOCK OF T STREET NW,396525,138634,2,2B,3,301,Cluster 6,004201 2,004201,Precinct 141,38.9155658439228,-77.0400692148633,,2018/06/14 14:46:12+00,2018/06/14 15:17:27+00,440980535,18096569-01
-77.0335825378579,38.92155721035,18096580,2018/06/14 17:15:26+00,EVENING,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF CHAPIN STREET NW,397088,139298,1,1B,3,304,Cluster 2,003700 3,003700,Precinct 23,38.921549419123,-77.0335802425459,,2018/05/24 00:00:31+00,2018/05/24 02:00:46+00,440980536,18096580-01
-76.9973282983326,38.8851412277,18096583,2018/06/14 15:48:49+00,EVENING,OTHERS,THEFT/OTHER,600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE,400232,135255,6,6B,1,107,Cluster 26,006500 1,006500,Precinct 89,38.8851334424645,-76.9973260165343,CAPITOL HILL,2018/06/14 14:45:18+00,2018/06/14 14:51:29+00,440980537,18096583-01
-77.016040007552,38.9089132321775,18096596,2018/06/14 20:53:03+00,EVENING,OTHERS,THEFT F/AUTO,1400 - 1425 BLOCK OF NEW JERSEY AVENUE NW,398609,137894,5,6E,3,308,Cluster 7,004801 1,004801,Precinct 18,38.9089054428448,-77.016037718476,,2018/06/14 15:41:05+00,2018/06/14 16:06:21+00,440980538,18096596-01
-76.9835493150684,38.9096878933495,18096598,2018/06/14 17:58:39+00,EVENING,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF MOUNT OLIVET ROAD NE,401427,137980,5,5D,5,506,Cluster 23,008804 2,008804,Precinct 78,38.9096801026496,-76.9835470360643,,2018/06/14 15:36:20+00,2018/06/14 15:39:01+00,440980539,18096598-01
-77.0345372893667,38.9166473924218,18096599,2018/06/14 16:32:18+00,EVENING,OTHERS,THEFT F/AUTO,1920 - 1999 BLOCK OF 15TH STREET NW,397005,138753,2,2B,3,301,Cluster 6,004300 1,004300,Precinct 141,38.91663960222,-77.0345349940577,,2018/06/14 14:00:38+00,2018/06/14 15:05:25+00,440980540,18096599-01
-77.0136627556452,38.8977071407435,18096602,2018/06/14 16:18:02+00,EVENING,OTHERS,THEFT/OTHER,500 - 721 BLOCK OF 2ND STREET NW,398815,136650,6,6C,1,102,Cluster 8,005900 1,005900,Precinct 1,38.8976993535818,-77.0136604679938,DOWNTOWN,2018/06/14 14:40:22+00,2018/06/14 14:50:14+00,440980541,18096602-01
-76.9975579507167,38.9103916765107,18096605,2018/06/14 18:04:04+00,EVENING,OTHERS,THEFT F/AUTO,400 - 500 BLOCK OF PENN STREET NE,400212,138058,5,5D,5,501,Cluster 23,008803 1,008803,Precinct 76,38.9103838861909,-76.9975556673065,,2018/06/14 16:05:11+00,2018/06/14 16:58:06+00,440980542,18096605-01
-77.0085969455512,38.9510729101925,18096606,2018/06/14 17:45:24+00,EVENING,OTHERS,THEFT/OTHER,4900 - 5019 BLOCK OF ROCK CREEK CHURCH ROAD NE,399255,142574,5,5A,4,405,Cluster 19,009501 1,009501,Precinct 44,38.9510651120857,-77.0085946562153,,2018/06/13 16:00:29+00,2018/06/14 15:45:38+00,440980543,18096606-01
-76.9990105304939,38.9237150213754,18096608,2018/06/14 17:11:18+00,EVENING,OTHERS,THEFT F/AUTO,500 - 599 BLOCK OF EDGEWOOD STREET NE,400086,139537,5,5E,5,502,Cluster 21,009204 2,009204,Precinct 74,38.9237072284236,-76.9990082458174,,2018/06/14 14:44:12+00,2018/06/14 16:24:52+00,440980544,18096608-01
-77.0374893853956,38.9170068158817,18096610,2018/06/14 19:09:29+00,EVENING,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF U STREET NW,396749,138793,2,2B,3,301,Cluster 6,004201 1,004201,Precinct 141,38.9169990257176,-77.0374870891454,,2018/06/14 13:30:56+00,2018/06/14 15:30:37+00,440980545,18096610-01
-77.0345776167726,38.9046933086033,18096627,2018/06/14 21:09:49+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF 15TH STREET NW,397001,137426,2,2B,2,207,Cluster 6,010100 2,010100,Precinct 17,38.9046855208129,-77.0345753221819,DOWNTOWN,2018/06/12 08:00:54+00,2018/06/12 18:28:47+00,440980546,18096627-01
-77.0209867556309,38.9499092748061,18096633,2018/06/14 22:41:30+00,EVENING,OTHERS,THEFT/OTHER,600  - 699 BLOCK OF EMERSON STREET NW,398181,142445,4,4D,4,407,Cluster 18,002201 1,002201,Precinct 55,38.9499014773963,-77.0209844625066,,2018/06/13 14:57:21+00,2018/06/14 17:36:14+00,440980547,18096633-01
-77.0214205306388,38.97297934015,18096685,2018/06/14 23:46:40+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,6800  - 6899 BLOCK OF 6TH STREET NW,398144,145006,4,4B,4,401,Cluster 17,001702 1,001702,Precinct 63,38.9729715381109,-77.0214182359656,,2018/06/14 16:52:00+00,2018/06/14 17:58:08+00,440980548,18096685-01
-77.0259746474395,38.961501911893,18096694,2018/06/14 18:00:07+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,5800  - 5999 BLOCK OF 9TH STREET NW,397749,143732,4,4B,4,402,Cluster 17,001901 1,001901,Precinct 58,38.9614941123349,-77.0259723520513,,2018/06/14 17:35:14+00,2018/06/14 17:40:32+00,440980549,18096694-01
-77.0488157554635,38.9045170680968,18096696,2018/06/14 18:15:53+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF 22ND STREET NW,395766,137407,2,2A,2,207,Cluster 5,005500 3,005500,Precinct 4,38.9045092808732,-77.0488134564501,,2018/06/13 14:30:19+00,2018/06/13 23:00:26+00,440980550,18096696-01
-77.0226549044833,38.9354056177641,18096716,2018/06/14 20:42:39+00,EVENING,OTHERS,THEFT F/AUTO,700 - 799 BLOCK OF PRINCETON PLACE NW,398036,140835,1,1A,4,409,Cluster 2,003200 1,003200,Precinct 43,38.9353978233385,-77.0226526117274,,2018/06/13 15:00:02+00,2018/06/14 18:20:12+00,440980551,18096716-01
-77.0212428944567,38.9190557902155,18096717,2018/06/14 18:43:28+00,EVENING,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF W STREET NW,398158,139020,1,1B,3,306,Cluster 3,003400 2,003400,Precinct 37,38.9190479990322,-77.0212406031405,,2018/06/14 06:00:39+00,2018/06/14 17:30:43+00,440980552,18096717-01
-77.028866956772,38.8952360804421,18096720,2018/06/14 20:49:20+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF PENNSYLVANIA AVENUE NW,397496,136376,2,2C,2,209,,006202 1,006202,Precinct 129,38.8952282943457,-77.0288646645371,DOWNTOWN,2018/06/14 18:11:45+00,2018/06/14 18:44:22+00,440980553,18096720-01
-76.9410879357186,38.9063771443479,18096732,2018/06/14 19:46:02+00,EVENING,OTHERS,THEFT F/AUTO,4231 - 4399 BLOCK OF MARNE PLACE NE,405110,137614,7,7D,6,601,Cluster 29,009601 1,009601,Precinct 92,38.9063693527353,-76.9410856701434,,2018/06/13 19:00:06+00,2018/06/14 08:00:20+00,440980554,18096732-01
-77.0405921003097,38.898313455636,18096733,2018/06/14 19:15:33+00,EVENING,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF G STREET NW,396479,136718,2,2A,2,207,Cluster 5,010800 2,010800,Precinct 2,38.8983056693563,-77.040589804236,,2018/06/14 18:28:19+00,1970/01/01 00:00:00+00,440980555,18096733-01
-77.0280952118227,38.8967406659334,18096734,2018/06/14 19:22:51+00,EVENING,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF 12TH STREET NW,397563,136543,2,2C,2,209,Cluster 8,005800 1,005800,Precinct 129,38.8967328795047,-77.0280929197362,DOWNTOWN,2018/06/14 18:03:00+00,1970/01/01 00:00:00+00,440980556,18096734-01
-77.0231080618321,38.9456929995228,18096737,2018/06/14 19:23:36+00,EVENING,OTHERS,THEFT/OTHER,4500  - 4599 BLOCK OF KANSAS AVENUE NW,397997,141977,4,4C,4,407,Cluster 18,002400 2,002400,Precinct 46,38.9456852030415,-77.0231057683053,,2018/06/14 15:05:50+00,2018/06/14 16:00:59+00,440980557,18096737-01
-77.0098083551313,38.9516673608864,18096742,2018/06/14 23:20:42+00,MIDNIGHT,OTHERS,BURGLARY,1  - 99 BLOCK OF FARRAGUT PLACE NW,399150,142640,4,4D,4,407,Cluster 19,002202 1,002202,Precinct 57,38.9516595627051,-77.0098060653816,,2018/06/14 18:25:05+00,2018/06/14 22:14:32+00,440980558,18096742-01
-77.0152308302373,38.8990672096121,18096749,2018/06/14 20:35:00+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,700 - 799 BLOCK OF 3RD STREET NW,398679,136801,2,2C,1,101,Cluster 8,005900 1,005900,Precinct 143,38.8990594222347,-77.0152285420145,DOWNTOWN,2018/06/14 18:34:07+00,2018/06/14 19:32:42+00,440980559,18096749-01
-77.0106313110761,38.9002117806533,18096751,2018/06/14 20:09:50+00,EVENING,KNIFE,ASSAULT W/DANGEROUS WEAPON,1 - 99 BLOCK OF H STREET NW,399078,136928,6,6E,1,102,Cluster 8,004702 1,004702,Precinct 1,38.9002039928735,-77.0106290242159,NOMA,2018/06/14 18:10:04+00,2018/06/14 18:15:02+00,440980560,18096751-01
-76.9789975050598,38.9013814637551,18096760,2018/06/14 22:50:26+00,EVENING,OTHERS,THEFT/OTHER,900 - 979 BLOCK OF 17TH STREET NE,401822,137058,5,5D,5,507,Cluster 23,008904 2,008904,Precinct 79,38.9013736745609,-76.9789952279802,,2018/06/14 19:04:53+00,2018/06/14 20:15:44+00,440980561,18096760-01
-77.0381183448667,38.9287714827678,18096772,2018/06/14 21:34:15+00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,1611 - 1699 BLOCK OF IRVING STREET NW,396695,140099,1,1D,3,302,Cluster 2,002702 2,002702,Precinct 39,38.9287636902562,-77.0381160477008,,2018/06/14 18:41:35+00,1970/01/01 00:00:00+00,440980562,18096772-01
-76.9785471951439,38.9037145462536,18096776,2018/06/14 22:33:18+00,EVENING,OTHERS,THEFT/OTHER,1730 - 1799 BLOCK OF L STREET NE,401861,137317,5,5D,5,507,Cluster 23,008903 1,008903,Precinct 78,38.9037067565721,-76.9785449180623,,2018/06/11 00:01:35+00,2018/06/12 20:00:15+00,440980563,18096776-01
-77.0058936912627,38.906049530007,18096780,2018/06/14 20:31:00+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1229 BLOCK OF 1ST STREET NE,399489,137576,6,6C,5,501,Cluster 25,010600 2,010600,Precinct 83,38.9060417408735,-77.0058914055214,NOMA,2018/06/14 19:06:34+00,1970/01/01 00:00:00+00,440980564,18096780-01
-77.0434654948677,38.9031409028561,18096785,2018/06/14 20:09:50+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF 19TH STREET NW,396230,137254,2,2B,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9031331157103,-77.0434631976043,GOLDEN TRIANGLE,2018/06/14 19:48:58+00,1970/01/01 00:00:00+00,440980565,18096785-01
-76.9890040389198,38.9022476362752,18096790,2018/06/14 22:05:52+00,EVENING,OTHERS,THEFT/OTHER,1211 - 1299 BLOCK OF FLORIDA AVENUE NE,400954,137154,6,6A,1,104,,008410 1,008410,Precinct 82,38.902239847279,-76.9890017586706,,2018/06/12 09:00:53+00,2018/06/12 15:00:50+00,440980566,18096790-01
-77.0270389005504,38.9079112777948,18096792,2018/06/14 20:40:35+00,EVENING,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF 11TH STREET NW,397655,137783,2,2F,3,307,Cluster 7,005002 3,005002,Precinct 17,38.9079034890743,-77.0270366081104,,2018/06/14 13:15:27+00,2018/06/14 15:28:49+00,440980567,18096792-01
-77.0098675526235,38.8792853886212,18096801,2018/06/14 20:28:05+00,EVENING,OTHERS,THEFT F/AUTO,2 - 49 BLOCK OF I STREET SW,399144,134605,6,6D,1,103,Cluster 9,010500 1,010500,Precinct 128,38.8792776050343,-77.0098652672776,SOUTHWEST,2018/06/14 18:45:43+00,2018/06/14 19:30:56+00,440980568,18096801-01
-77.0388194771829,38.9455987548443,18096814,2018/06/14 20:34:21+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4500  - 4599 BLOCK OF 17TH STREET NW,396635,141967,4,4A,4,404,Cluster 18,002600 2,002600,Precinct 48,38.9455909589689,-77.0388171787682,,2018/06/14 19:50:19+00,2018/06/14 20:34:45+00,440980569,18096814-01
-76.9822166800055,38.8903647651299,18096817,2018/06/18 16:46:55+00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF 16TH STREET NE,401543,135835,6,6A,1,108,Cluster 26,008002 1,008002,Precinct 86,38.8903569782779,-76.9822144025948,,2018/06/14 15:15:35+00,2018/06/14 20:18:14+00,440980570,18096817-01
-77.0219286432473,38.8991292027896,18096821,2018/06/14 21:07:26+00,EVENING,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF 7TH STREET NW,398098,136808,2,2C,1,101,Cluster 8,005800 1,005800,Precinct 129,38.8991214156494,-77.0219263529351,DOWNTOWN,2018/06/14 19:30:08+00,2018/06/14 20:00:32+00,440980571,18096821-01
-77.0283830233156,38.9247565435123,18096822,2018/06/14 20:52:30+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1100 - 1299 BLOCK OF FAIRMONT STREET NW,397539,139653,1,1B,3,304,Cluster 2,003600 3,003600,Precinct 36,38.9247487514464,-77.0283807294273,,2018/06/14 20:49:02+00,1970/01/01 00:00:00+00,440980572,18096822-01
-77.0135516570088,38.9197055350715,18096825,2018/06/14 23:20:11+00,MIDNIGHT,OTHERS,THEFT/OTHER,2200 - 2299 BLOCK OF FLAGLER PLACE NW,398825,139092,5,5E,3,306,Cluster 21,003301 3,003301,Precinct 135,38.9196977434702,-77.0135493680483,,2018/06/14 19:37:56+00,2018/06/14 22:13:23+00,440980573,18096825-01
-77.0161770513136,38.9031298521538,18096826,2018/06/14 21:13:10+00,EVENING,OTHERS,THEFT F/AUTO,1000 - 1099 BLOCK OF 4TH STREET NW,398597,137252,6,6E,1,101,Cluster 8,004701 2,004701,Precinct 1,38.9031220639923,-77.0161747625481,MOUNT VERNON TRIANGLE CID,2018/06/14 20:35:03+00,2018/06/14 21:02:45+00,440980574,18096826-01
-77.0425882378171,38.9013395544255,18096833,2018/06/14 21:20:28+00,EVENING,OTHERS,THEFT/OTHER,1800 - 1899 BLOCK OF I STREET NW,396306,137054,2,2B,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9013317676102,-77.042585940937,GOLDEN TRIANGLE,2018/06/13 08:30:22+00,2018/06/14 20:00:23+00,440980575,18096833-01
-77.028866956772,38.8952360804421,18096836,2018/06/14 21:29:11+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF PENNSYLVANIA AVENUE NW,397496,136376,2,2C,2,209,,006202 1,006202,Precinct 129,38.8952282943457,-77.0288646645371,DOWNTOWN,2018/06/14 19:46:42+00,1970/01/01 00:00:00+00,440980576,18096836-01
-76.9304756313876,38.8764454845229,18096837,2018/06/14 21:20:52+00,EVENING,OTHERS,THEFT F/AUTO,5000 - 5099 BLOCK OF SOUTHERN AVENUE SE,406033,134292,7,7E,6,604,Cluster 33,007707 1,007707,Precinct 106,38.8764376985559,-76.9304733709399,,2018/06/14 20:17:41+00,1970/01/01 00:00:00+00,440980577,18096837-01
-77.0288559598211,38.9025317758096,18096840,2018/06/14 21:37:13+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1200 - 1299 BLOCK OF K STREET NW,397497.21,137185.88,2,2F,2,209,Cluster 8,010100 1,010100,Precinct 129,38.9025239882416,-77.028853667144,DOWNTOWN,2018/06/14 17:30:42+00,2018/06/14 20:30:37+00,440980578,18096840-01
